Provider ID,Payment measure ID,Payment category,Lower estimate,Higher estimate,Value of care display name,Value of care category
450203,PAYM_30_AMI,No Different than the National Average Payment,"$20,948 ","$25,083 ",Value of Care Heart Attack measure,Average mortality and average payment
450203,PAYM_30_HF,No Different than the National Average Payment,"$15,212 ","$18,381 ",Value of Care Heart Failure measure,Average mortality and average payment
450203,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$24,330 ","$26,555 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450203,PAYM_30_PN,Greater than the National Average Payment,"$18,905 ","$21,199 ",Value of Care Pneumonia measure,Average mortality and higher payment
450209,PAYM_30_AMI,No Different than the National Average Payment,"$23,463 ","$27,310 ",Value of Care Heart Attack measure,Average mortality and average payment
450209,PAYM_30_HF,Greater than the National Average Payment,"$16,738 ","$19,955 ",Value of Care Heart Failure measure,Average mortality and higher payment
450209,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,744 ","$27,552 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450209,PAYM_30_PN,Greater than the National Average Payment,"$18,051 ","$20,881 ",Value of Care Pneumonia measure,Average mortality and higher payment
450210,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450210,PAYM_30_HF,No Different than the National Average Payment,"$13,626 ","$17,558 ",Value of Care Heart Failure measure,Average mortality and average payment
450210,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450210,PAYM_30_PN,No Different than the National Average Payment,"$16,065 ","$19,644 ",Value of Care Pneumonia measure,Average mortality and average payment
450211,PAYM_30_AMI,Greater than the National Average Payment,"$24,691 ","$28,951 ",Value of Care Heart Attack measure,Average mortality and higher payment
450211,PAYM_30_HF,Greater than the National Average Payment,"$18,045 ","$21,093 ",Value of Care Heart Failure measure,Average mortality and higher payment
450211,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$19,774 ","$22,065 ",Value of Care hip/knee replacement measure,Average complications and average payment
450211,PAYM_30_PN,Greater than the National Average Payment,"$19,140 ","$21,446 ",Value of Care Pneumonia measure,Average mortality and higher payment
450213,PAYM_30_AMI,No Different than the National Average Payment,"$22,436 ","$28,123 ",Value of Care Heart Attack measure,Average mortality and average payment
450213,PAYM_30_HF,No Different than the National Average Payment,"$15,428 ","$18,897 ",Value of Care Heart Failure measure,Average mortality and average payment
450213,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450213,PAYM_30_PN,No Different than the National Average Payment,"$16,738 ","$20,215 ",Value of Care Pneumonia measure,Average mortality and average payment
450219,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450219,PAYM_30_HF,No Different than the National Average Payment,"$12,973 ","$17,529 ",Value of Care Heart Failure measure,Average mortality and average payment
450219,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450219,PAYM_30_PN,No Different than the National Average Payment,"$14,538 ","$17,889 ",Value of Care Pneumonia measure,Average mortality and average payment
450222,PAYM_30_AMI,Greater than the National Average Payment,"$23,920 ","$28,083 ",Value of Care Heart Attack measure,Average mortality and higher payment
450222,PAYM_30_HF,Greater than the National Average Payment,"$16,903 ","$18,949 ",Value of Care Heart Failure measure,Average mortality and higher payment
450222,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$24,455 ","$30,853 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450222,PAYM_30_PN,Greater than the National Average Payment,"$19,220 ","$21,512 ",Value of Care Pneumonia measure,Average mortality and higher payment
450229,PAYM_30_AMI,Greater than the National Average Payment,"$25,360 ","$28,390 ",Value of Care Heart Attack measure,Average mortality and higher payment
450229,PAYM_30_HF,Greater than the National Average Payment,"$17,079 ","$19,152 ",Value of Care Heart Failure measure,Average mortality and higher payment
450229,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,946 ","$24,539 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450229,PAYM_30_PN,No Different than the National Average Payment,"$17,319 ","$19,171 ",Value of Care Pneumonia measure,Average mortality and average payment
450231,PAYM_30_AMI,Less than the National Average Payment,"$20,773 ","$23,403 ",Value of Care Heart Attack measure,Average mortality and lower payment
450231,PAYM_30_HF,No Different than the National Average Payment,"$16,459 ","$18,261 ",Value of Care Heart Failure measure,Average mortality and average payment
450231,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$24,396 ","$27,115 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450231,PAYM_30_PN,Greater than the National Average Payment,"$17,665 ","$19,028 ",Value of Care Pneumonia measure,Average mortality and higher payment
450235,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450235,PAYM_30_HF,No Different than the National Average Payment,"$13,650 ","$18,493 ",Value of Care Heart Failure measure,Average mortality and average payment
450235,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450235,PAYM_30_PN,No Different than the National Average Payment,"$14,924 ","$19,026 ",Value of Care Pneumonia measure,Average mortality and average payment
450236,PAYM_30_AMI,No Different than the National Average Payment,"$22,451 ","$27,865 ",Value of Care Heart Attack measure,Average mortality and average payment
450236,PAYM_30_HF,Greater than the National Average Payment,"$16,903 ","$20,239 ",Value of Care Heart Failure measure,Average mortality and higher payment
450236,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$23,615 ","$27,703 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450236,PAYM_30_PN,No Different than the National Average Payment,"$15,972 ","$18,269 ",Value of Care Pneumonia measure,Average mortality and average payment
450237,PAYM_30_AMI,Greater than the National Average Payment,"$25,349 ","$28,490 ",Value of Care Heart Attack measure,Average mortality and higher payment
450237,PAYM_30_HF,Greater than the National Average Payment,"$18,090 ","$20,127 ",Value of Care Heart Failure measure,Average mortality and higher payment
450237,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$23,715 ","$25,509 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450237,PAYM_30_PN,Greater than the National Average Payment,"$18,230 ","$19,830 ",Value of Care Pneumonia measure,Average mortality and higher payment
450241,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450241,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
450241,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450241,PAYM_30_PN,No Different than the National Average Payment,"$13,193 ","$19,012 ",Value of Care Pneumonia measure,Average mortality and average payment
450243,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450243,PAYM_30_HF,No Different than the National Average Payment,"$12,791 ","$17,476 ",Value of Care Heart Failure measure,Average mortality and average payment
450243,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450243,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Value of Care Pneumonia measure,Not Available
450253,PAYM_30_AMI,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
450253,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
450253,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450253,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Value of Care Pneumonia measure,Not Available
450271,PAYM_30_AMI,Greater than the National Average Payment,"$26,104 ","$31,600 ",Value of Care Heart Attack measure,Worse mortality and higher payment
450271,PAYM_30_HF,No Different than the National Average Payment,"$16,229 ","$19,811 ",Value of Care Heart Failure measure,Average mortality and average payment
450271,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$26,852 ","$30,990 ",Value of Care hip/knee replacement measure,Worse complications and higher payment
450271,PAYM_30_PN,Greater than the National Average Payment,"$18,772 ","$21,448 ",Value of Care Pneumonia measure,Average mortality and higher payment
450272,PAYM_30_AMI,No Different than the National Average Payment,"$21,906 ","$27,981 ",Value of Care Heart Attack measure,Average mortality and average payment
450272,PAYM_30_HF,No Different than the National Average Payment,"$15,726 ","$18,559 ",Value of Care Heart Failure measure,Average mortality and average payment
450272,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,690 ","$26,462 ",Value of Care hip/knee replacement measure,Average complications and higher payment
450272,PAYM_30_PN,No Different than the National Average Payment,"$16,240 ","$19,364 ",Value of Care Pneumonia measure,Average mortality and average payment
450280,PAYM_30_AMI,No Different than the National Average Payment,"$22,747 ","$27,162 ",Value of Care Heart Attack measure,Average mortality and average payment
450280,PAYM_30_HF,No Different than the National Average Payment,"$16,605 ","$19,008 ",Value of Care Heart Failure measure,Average mortality and average payment
450280,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450280,PAYM_30_PN,No Different than the National Average Payment,"$17,077 ","$19,090 ",Value of Care Pneumonia measure,Average mortality and average payment
450289,PAYM_30_AMI,No Different than the National Average Payment,"$20,972 ","$26,738 ",Value of Care Heart Attack measure,Average mortality and average payment
450289,PAYM_30_HF,No Different than the National Average Payment,"$15,335 ","$19,321 ",Value of Care Heart Failure measure,Average mortality and average payment
450289,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
450289,PAYM_30_PN,No Different than the National Average Payment,"$13,911 ","$18,616 ",Value of Care Pneumonia measure,Average mortality and average payment
450292,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
